sku,product_id,channel,date,forecast_horizon_day,y_pred,as_of_date,model_version
IC-1134493,4314,naheed_web,2026-07-01,1,0.0902993017424983,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-02,2,0.10280066043726427,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-03,3,0.1079306222835196,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-04,4,0.10743115804459866,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-05,5,0.11392257948554825,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-06,6,0.15935362244602339,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-07,7,0.15339051121969194,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-08,8,0.11927857004285786,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-09,9,0.09493092085340601,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-10,10,0.09996914266255529,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-11,11,0.10890493785991402,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-12,12,0.11760604537932463,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-13,13,0.15555539003757535,2026-06-30,lgbm_global_v1
IC-1134493,4314,naheed_web,2026-07-14,14,0.13401543121280282,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-01,1,28.11351195252318,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-02,2,26.447374347338013,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-03,3,26.272046200064224,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-04,4,22.603199106094202,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-05,5,24.42097429350186,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-06,6,24.003985772991495,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-07,7,27.80765501751604,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-08,8,22.793331483098875,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-09,9,18.803840285254108,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-10,10,17.31409275120794,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-11,11,22.55117306773636,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-12,12,22.87829161632659,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-13,13,24.699893927007132,2026-06-30,lgbm_global_v1
IC-1138507,21947,naheed_web,2026-07-14,14,21.03676222259871,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-01,1,25.92294701782357,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-02,2,13.732798572234257,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-03,3,23.106168802247023,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-04,4,10.699486855568445,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-05,5,7.626853185967621,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-06,6,14.836874396956736,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-07,7,8.976658487653228,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-08,8,9.880458868360353,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-09,9,4.36633317149256,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-10,10,4.140545420245791,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-11,11,4.4033032776573755,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-12,12,3.612284173813711,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-13,13,10.454698859378945,2026-06-30,lgbm_global_v1
IC-1147930,9348,naheed_web,2026-07-14,14,9.267842493801798,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-01,1,26.3187979171321,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-02,2,11.271184392555265,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-03,3,14.4391161057946,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-04,4,11.577475560472895,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-05,5,17.44360049003933,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-06,6,27.992579905370867,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-07,7,23.077939974498488,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-08,8,25.08649570455218,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-09,9,10.511822278369216,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-10,10,10.925100204038717,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-11,11,15.06172291255643,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-12,12,15.31477024273115,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-13,13,32.51879270001882,2026-06-30,lgbm_global_v1
IC-1166005,5534,naheed_web,2026-07-14,14,25.308410834871417,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-01,1,4.3776248875465384,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-02,2,3.91467499547988,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-03,3,4.3207065380643215,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-04,4,4.442861984425237,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-05,5,4.394403715298,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-06,6,4.447989929685129,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-07,7,1.5708522072467337,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-08,8,5.258082741239552,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-09,9,4.357087292683605,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-10,10,4.354587771622562,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-11,11,4.8207188515792945,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-12,12,4.690251457986799,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-13,13,4.502734843862804,2026-06-30,lgbm_global_v1
IC-1166218,17961,naheed_web,2026-07-14,14,4.532673848563173,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-01,1,5.810071500443112,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-02,2,5.348828203741522,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-03,3,5.285474069645507,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-04,4,5.939521053849817,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-05,5,5.650381952726433,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-06,6,5.399467952680327,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-07,7,4.870528605995335,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-08,8,1.5054249101949142,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-09,9,5.060032039419934,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-10,10,4.873561513855383,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-11,11,5.581077181848486,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-12,12,5.5468820153115725,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-13,13,5.2274000693440845,2026-06-30,lgbm_global_v1
IC-1166220,22999,naheed_web,2026-07-14,14,5.190087923005847,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-01,1,4.7139731865410885,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-02,2,3.6444582378930246,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-03,3,3.680427701158231,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-04,4,4.1881569857000285,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-05,5,4.012376483801417,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-06,6,4.033537964220321,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-07,7,4.276510301661807,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-08,8,1.2133619291097362,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-09,9,3.3978054616362092,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-10,10,4.241831951083234,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-11,11,4.66873208480707,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-12,12,3.865054872467298,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-13,13,4.014530146268647,2026-06-30,lgbm_global_v1
IC-1172128,10175,naheed_web,2026-07-14,14,4.261991342245593,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-01,1,18.779185646949223,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-02,2,14.80836371827615,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-03,3,16.65130127050604,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-04,4,15.17689425939406,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-05,5,16.286476389277556,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-06,6,14.537543811650142,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-07,7,14.867805658805564,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-08,8,14.35917229455734,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-09,9,11.0803237087244,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-10,10,11.358887519364371,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-11,11,12.964339055957078,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-12,12,14.776992027415261,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-13,13,12.601971898589657,2026-06-30,lgbm_global_v1
IC-1177117,13582,naheed_web,2026-07-14,14,15.492351477205295,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-01,1,0.5926583168771021,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-02,2,0.6752211741124392,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-03,3,0.7020206638270319,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-04,4,0.7180376991529868,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-05,5,0.7277198274901482,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-06,6,0.4348877595915508,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-07,7,0.39510072989908024,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-08,8,0.3472583752808232,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-09,9,0.23814884545263115,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-10,10,0.24172447631774868,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-11,11,0.2580064697709043,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-12,12,0.2857087707628586,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-13,13,0.41824667179819425,2026-06-30,lgbm_global_v1
IC-1178591,15861,naheed_web,2026-07-14,14,0.3541693749895092,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-01,1,1.1424383573841643,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-02,2,0.8353516676277664,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-03,3,1.0689500935504819,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-04,4,0.9743032511647945,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-05,5,0.9859677222645016,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-06,6,0.9728170992103446,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-07,7,0.9532041230389098,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-08,8,0.4085958651074685,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-09,9,0.3493999041589987,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-10,10,0.3422336310707369,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-11,11,0.37772651664843865,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-12,12,0.40681661884060066,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-13,13,0.5674282985462827,2026-06-30,lgbm_global_v1
IC-1178594,15864,naheed_web,2026-07-14,14,0.5353195192807259,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-01,1,1.4533417895456626,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-02,2,1.3277718385045503,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-03,3,1.5475577482209273,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-04,4,2.027337240034223,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-05,5,2.025972637855235,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-06,6,2.4061640002529043,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-07,7,2.070993417949416,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-08,8,1.8661080345181176,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-09,9,0.30906123308098593,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-10,10,1.6484096801443961,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-11,11,2.0209221321170516,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-12,12,1.9641130190268685,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-13,13,2.26833284247881,2026-06-30,lgbm_global_v1
IC-1185817,28056,naheed_web,2026-07-14,14,2.241618684965812,2026-06-30,lgbm_global_v1
