model,horizon,cutoff,wape,mae,mase,rmse,bias,n_test_rows
lgbm_global_v1,7,2026-06-23,0.6518862656111499,8.564543842005538,0.8079205146406465,16.16781940614571,-1.2127837853639203,210
lgbm_global_v1,14,2026-06-16,0.6609025104436376,9.619278681766563,0.8777105580234752,19.248865550098035,-4.378908694221895,420
