date,sku,category,brand,day_of_week,net_qty,is_ramadan,is_eid_fitr,is_eid_adha,price,cost,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,is_on_sale,is_in_stock,cat_lag_1,cat_lag_7,cat_lag_14,cat_rolling_mean_7,cat_rolling_std_7,cat_rolling_mean_14,cat_rolling_std_14
24/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,,,,,,,,0,1,,,,,,,
25/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,0,0,0,0,1749,1247.62,0.0,,,,,,,0,1,44.0,,,,,,
26/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,1749,1247.62,0.0,,,,,,,0,1,65.0,,,,,,
27/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,1749,1247.62,0.0,,,,,,,0,1,56.0,,,,,,
28/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,0,0,0,0,1749,1247.62,0.0,,,,,,,0,1,60.0,,,,,,
29/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,1,0,0,0,1749,1247.62,0.0,,,,,,,1,1,62.0,,,,,,
30/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,2,0,0,0,1749,1247.62,1.0,,,,,,,1,1,48.0,,,,,,
31/07/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,1,0,0,0,1749,1247.62,2.0,0.0,,0.428571429,0.786795792,,,1,1,93.0,44.0,,61.142857142857146,15.941858647687766,,
01/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,0,0,0,0,1749,1247.62,1.0,0.0,,0.571428571,0.786795792,,,0,1,99.0,65.0,,69.0,19.287301521985913,,
02/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,46,0,0,0,1749,1247.62,0.0,0.0,,0.571428571,0.786795792,,,1,1,54.0,56.0,,67.42857142857143,20.0985666392502,,
03/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,37,0,0,0,1749,1247.62,46.0,0.0,,7.142857143,17.15059349,,,1,1,138.0,60.0,,79.14285714285714,32.43675164289509,,
04/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,0,0,0,0,1749,1247.62,37.0,0.0,,12.42857143,20.04043532,,,0,1,227.0,62.0,,103.0,63.01322612489116,,
05/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,3,0,0,0,1749,1247.62,0.0,1.0,,12.42857143,20.04043532,,,1,1,55.0,48.0,,102.0,63.82267099811267,,
06/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,1749,1247.62,3.0,2.0,,12.71428571,19.8638221,,,0,1,48.0,93.0,,102.0,63.82267099811267,,
07/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,0.0,1.0,0.0,12.42857143,20.05706146,6.428571429,14.99083969,0,1,57.0,99.0,44.0,96.85714285714286,66.0793174183586,79.0,49.759421218498915
08/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,0,0,0,0,1749,1247.62,0.0,0.0,0.0,12.28571429,20.15534905,6.428571429,14.99083969,0,1,39.0,54.0,65.0,88.28571428571429,69.55504842859906,78.64285714285714,50.047065760230055
09/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,1749,1247.62,0.0,46.0,0.0,12.28571429,20.15534905,6.428571429,14.99083969,0,1,41.0,138.0,56.0,86.42857142857143,70.78572629859107,76.92857142857143,50.95316746508773
10/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,1749,1247.62,0.0,37.0,0.0,5.714285714,13.84093308,6.428571429,14.99083969,0,1,38.0,227.0,60.0,72.14285714285714,68.70329582445704,75.64285714285714,51.7428659413467
11/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,1,0,0,0,1749,1247.62,0.0,0.0,0.0,0.428571429,1.133893419,6.428571429,14.99083969,0,1,37.0,55.0,62.0,45.0,8.346656017032672,74.0,52.6351739662893
12/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,30,0,0,0,1749,1247.62,1.0,3.0,1.0,0.571428571,1.133893419,6.5,14.96020362,1,1,37.0,48.0,48.0,42.42857142857143,7.480132415431029,72.21428571428571,53.49073042834845
13/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,38,0,0,0,1749,1247.62,30.0,0.0,2.0,4.428571429,11.28209707,8.571428571,16.10405723,1,1,88.0,57.0,93.0,48.142857142857146,18.94226818017116,75.07142857142857,53.165148048632076
14/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,88,0,0,0,1749,1247.62,38.0,0.0,1.0,9.857142857,16.65761659,11.14285714,17.76278366,1,1,238.0,39.0,99.0,74.0,74.65476095557023,85.42857142857143,68.76237151424999
15/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,22,0,0,0,1749,1247.62,88.0,0.0,0.0,22.42857143,33.08502754,17.35714286,26.84028873,1,1,482.0,41.0,54.0,137.28571428571428,168.6433260718355,112.78571428571429,126.51371380296992
16/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,22,0,0,0,1749,1247.62,22.0,0.0,46.0,25.57142857,31.61148074,18.92857143,26.38608108,1,1,176.0,38.0,138.0,156.57142857142858,163.4358764601142,121.5,126.35465958958538
17/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,17,0,0,0,1749,1247.62,22.0,0.0,37.0,28.71428571,29.68003979,17.21428571,25.24702137,1,1,149.0,37.0,227.0,172.42857142857142,155.1911264031733,122.28571428571429,126.49927246457165
18/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,2,0,0,0,1749,1247.62,17.0,1.0,0.0,31.14285714,27.55859558,15.78571429,24.5988698,1,1,138.0,37.0,55.0,186.85714285714286,144.85214136195177,115.92857142857143,123.02061383593983
19/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,1749,1247.62,2.0,30.0,3.0,31.28571429,27.37830215,15.92857143,24.50577416,0,1,39.0,88.0,48.0,187.14285714285714,144.50885621237725,114.78571428571429,123.70260775276796
20/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,1,0,0,0,1749,1247.62,0.0,38.0,0.0,27.0,29.84962311,15.71428571,24.64026902,1,1,20.0,238.0,57.0,177.42857142857142,154.24207936752876,112.78571428571429,125.0840816112405
21/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,2,0,0,0,1749,1247.62,1.0,88.0,0.0,21.71428571,30.8367437,15.78571429,24.59261481,1,1,54.0,482.0,39.0,151.14285714285714,157.83580980608568,112.57142857142857,125.18952664826872
22/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,10,0,0,0,1749,1247.62,2.0,22.0,0.0,9.428571429,10.35788175,15.92857143,24.4994954,1,1,105.0,176.0,41.0,97.28571428571429,60.32057218372041,117.28571428571429,123.43632963000591
23/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,2,0,0,0,1749,1247.62,10.0,22.0,0.0,7.714285714,8.807464367,16.64285714,24.14254828,1,1,83.0,149.0,38.0,84.0,49.33558553417599,120.28571428571429,121.94098734881722
24/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,1,0,0,0,1749,1247.62,2.0,17.0,0.0,4.857142857,6.283008075,16.78571429,24.04220191,1,1,47.0,138.0,37.0,69.42857142857143,41.35560076078825,120.92857142857143,121.49673264724467
25/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,0,0,0,0,1749,1247.62,1.0,2.0,1.0,2.571428571,3.359421719,16.85714286,23.98992463,0,1,49.0,39.0,37.0,56.714285714285715,28.417801262086133,121.78571428571429,120.89994500948588
26/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,1,0,0,0,1749,1247.62,0.0,0.0,30.0,2.285714286,3.498298906,16.78571429,24.04220191,1,1,40.0,20.0,88.0,56.857142857142854,28.31624134325598,122.0,120.74066296119008
27/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,1749,1247.62,1.0,1.0,38.0,2.428571429,3.408672413,14.71428571,24.06538712,0,1,43.0,54.0,238.0,60.142857142857146,24.388717141529185,118.78571428571429,122.3042728805301
28/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,0.0,2.0,88.0,2.285714286,3.498298906,12.0,23.36993466,0,1,28.0,105.0,482.0,56.42857142857143,27.28770872790611,103.78571428571429,119.40182872676914
29/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,1,0,0,0,1749,1247.62,0.0,10.0,22.0,2.0,3.605551275,5.714285714,8.388898997,0,1,45.0,83.0,176.0,47.857142857142854,16.955122838723,72.57142857142857,49.697104521311964
30/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,1749,1247.62,1.0,2.0,22.0,0.714285714,0.755928946,4.214285714,7.0184216,0,1,44.0,47.0,149.0,42.285714285714285,6.921326600064304,63.142857142857146,40.174345321088055
31/08/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,1749,1247.62,0.0,1.0,17.0,0.428571429,0.534522484,2.642857143,4.86126199,0,1,49.0,49.0,138.0,42.57142857142857,7.184639700015818,56.0,31.739322856428785
01/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,1,0,0,0,1749,1247.62,0.0,0.0,2.0,0.285714286,0.487950036,1.428571429,2.593313465,0,1,55.0,40.0,39.0,43.42857142857143,8.343802947040599,50.07142857142857,21.269205929679835
02/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,1,0,0,0,1749,1247.62,1.0,1.0,0.0,0.428571429,0.534522484,1.357142857,2.590133435,0,1,47.0,43.0,20.0,44.42857142857143,8.283661486265801,50.642857142857146,21.055264800618936
03/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,1,0,0,0,1749,1247.62,1.0,0.0,1.0,0.428571429,0.534522484,1.428571429,2.563479778,0,1,49.0,28.0,54.0,45.285714285714285,8.420496535523165,52.714285714285715,19.14892473955981
04/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,2,0,0,0,1749,1247.62,1.0,0.0,2.0,0.571428571,0.534522484,1.428571429,2.563479778,0,1,45.0,45.0,105.0,47.714285714285715,3.7733400639341896,52.07142857142857,19.25322864318658
05/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,43,0,0,0,1749,1247.62,2.0,1.0,10.0,0.857142857,0.690065559,1.428571429,2.563479778,1,1,50.0,44.0,83.0,48.42857142857143,3.644957377763133,48.142857142857146,11.785631035337294
06/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,21,0,0,0,1749,1247.62,43.0,0.0,2.0,6.857142857,15.95230988,3.785714286,11.30812214,1,1,188.0,49.0,47.0,69.0,52.56424640380565,55.642857142857146,38.59375625639502
07/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,18,0,0,0,1749,1247.62,21.0,0.0,1.0,9.857142857,16.41572997,5.142857143,12.18357749,1,1,183.0,55.0,49.0,88.14285714285714,66.59436555602522,65.35714285714286,51.28143635162458
08/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,1,0,0,0,1749,1247.62,18.0,1.0,0.0,12.42857143,16.01933356,6.357142857,12.57963643,1,1,154.0,47.0,40.0,102.28571428571429,68.85664888184793,72.85714285714286,56.15206981986464
09/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,2,0,0,0,1749,1247.62,1.0,1.0,1.0,12.42857143,16.01933356,6.428571429,12.54355051,1,1,56.0,49.0,43.0,103.57142857142857,67.72704320249316,74.0,55.591919722757794
10/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,2,0,0,0,1749,1247.62,2.0,1.0,0.0,12.57142857,15.90447676,6.5,12.51307009,0,1,29.0,45.0,28.0,100.71428571428571,70.76655115169,73.0,56.31368190085583
11/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,2.0,2.0,0.0,12.71428571,15.78727637,6.642857143,12.44438176,0,1,35.0,50.0,45.0,99.28571428571429,72.16581435766355,73.5,55.913050630145726
12/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,2,0,0,0,1749,1247.62,0.0,43.0,1.0,12.42857143,16.02973428,6.642857143,12.44438176,1,1,34.0,188.0,44.0,97.0,74.21140972474063,72.71428571428571,56.419348251666875
13/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,1749,1247.62,2.0,21.0,0.0,6.571428571,8.904252596,6.714285714,12.41232992,0,1,48.0,183.0,49.0,77.0,63.72336044706575,73.0,56.272687732286194
14/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,1,0,0,0,1749,1247.62,0.0,18.0,0.0,3.571428571,6.425396041,6.714285714,12.41232992,0,1,49.0,154.0,55.0,57.857142857142854,43.48727235804582,73.0,56.272687732286194
15/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,1,0,0,0,1749,1247.62,1.0,1.0,1.0,1.142857143,0.899735411,6.785714286,12.3735361,0,1,53.0,56.0,47.0,43.42857142857143,10.564991605252127,72.85714285714286,56.32441353835448
16/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,1749,1247.62,1.0,2.0,1.0,1.142857143,0.899735411,6.785714286,12.3735361,0,1,44.0,29.0,49.0,41.714285714285715,9.050124966251147,72.64285714285714,56.43595027565756
17/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,1749,1247.62,0.0,2.0,1.0,0.857142857,0.899735411,6.714285714,12.41232992,0,1,31.0,35.0,45.0,42.0,8.60232526704265,71.35714285714286,57.21566103901865
18/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,22,0,0,0,1749,1247.62,0.0,0.0,2.0,0.571428571,0.786795792,6.642857143,12.45056157,1,1,35.0,34.0,50.0,42.0,8.60232526704265,70.64285714285714,57.63093072148136
19/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,22,0,0,0,1749,1247.62,22.0,2.0,43.0,3.714285714,8.097618698,8.071428571,13.0116178,1,1,81.0,48.0,188.0,48.714285714285715,16.255402032496615,72.85714285714286,57.37173941512051
20/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,14,0,0,0,1749,1247.62,22.0,0.0,21.0,6.571428571,10.54920444,6.571428571,9.378488362,1,1,222.0,49.0,183.0,73.57142857142857,67.43850814595753,75.28571428571429,63.05849368938046
21/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,47,0,0,0,1749,1247.62,14.0,1.0,18.0,8.571428571,10.42204623,6.071428571,8.713069632,1,1,140.0,53.0,154.0,86.57142857142857,70.60891620481824,72.21428571428571,58.274124844339234
22/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,21,0,0,0,1749,1247.62,47.0,1.0,1.0,15.14285714,17.17001817,8.142857143,13.75531865,1,1,192.0,44.0,56.0,106.42857142857143,78.6783687825676,74.92857142857143,63.064636299976875
23/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,1,0,0,0,1749,1247.62,21.0,0.0,2.0,18.0,16.05199884,9.571428571,13.99293385,0,1,85.0,31.0,29.0,112.28571428571429,74.68090850570907,77.0,62.87105240704374
24/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,5,0,0,0,1749,1247.62,1.0,0.0,2.0,18.14285714,15.8685073,9.5,14.03703892,1,1,50.0,35.0,35.0,115.0,71.51223671512444,78.5,61.88046790136866
25/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,5.0,22.0,0.0,18.85714286,15.00476115,9.714285714,13.93627569,0,1,58.0,81.0,34.0,118.28571428571429,67.64789793658107,80.14285714285714,60.93484179888346
26/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,0,0,0,0,1749,1247.62,0.0,22.0,2.0,15.71428571,16.46930767,9.714285714,13.93627569,0,1,31.0,222.0,48.0,111.14285714285714,74.53059454887985,79.92857142857143,61.11460140992916
27/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,2,0,0,0,1749,1247.62,0.0,14.0,0.0,12.57142857,17.15475777,9.571428571,14.03136205,0,1,33.0,140.0,49.0,84.14285714285714,60.61195858747282,78.85714285714286,61.844541010078345
28/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,1749,1247.62,2.0,47.0,1.0,10.85714286,17.58245879,9.714285714,13.93627569,0,1,47.0,192.0,53.0,70.85714285714286,56.37206332758737,78.71428571428571,61.92107702729168
29/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,0,0,0,0,1749,1247.62,0.0,21.0,1.0,4.142857143,7.646972635,9.642857143,13.98684625,0,1,54.0,85.0,44.0,51.142857142857146,18.050194564312108,78.78571428571429,61.88970160564013
30/09/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,1749,1247.62,0.0,1.0,0.0,1.142857143,1.864454471,9.571428571,14.0368432,0,1,51.0,50.0,31.0,46.285714285714285,10.355582805332308,79.28571428571429,61.614719234722116
01/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,1749,1247.62,0.0,5.0,0.0,1.0,1.914854216,9.571428571,14.0368432,0,1,41.0,58.0,35.0,45.0,10.376254944182206,80.0,61.06742805482132
02/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,1,0,0,0,1749,1247.62,0.0,0.0,22.0,0.285714286,0.755928946,9.571428571,14.0368432,0,1,61.0,31.0,81.0,45.42857142857143,11.043205193800391,81.85714285714286,59.97930045871236
03/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,2,0,0,0,1749,1247.62,1.0,0.0,22.0,0.428571429,0.786795792,8.071428571,13.72512735,0,1,70.0,33.0,222.0,51.0,12.315302134607393,81.07142857142857,60.06338227331108
04/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,2,0,0,0,1749,1247.62,2.0,2.0,14.0,0.714285714,0.951189731,6.642857143,13.19444605,0,1,60.0,47.0,140.0,54.857142857142854,9.685531674075632,69.5,44.38251561490968
05/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,1,0,0,0,1749,1247.62,2.0,0.0,47.0,0.714285714,0.951189731,5.785714286,13.06892128,0,1,60.0,54.0,192.0,56.714285714285715,9.159954252329008,63.785714285714285,39.487444102629006
06/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,2,0,0,0,1749,1247.62,1.0,0.0,21.0,0.857142857,0.899735411,2.5,5.501747974,0,1,65.0,51.0,85.0,58.285714285714285,9.551863443228946,54.714285714285715,14.360354460102602
07/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,1,0,0,0,1749,1247.62,2.0,0.0,1.0,1.142857143,0.899735411,1.142857143,1.406421693,0,1,41.0,41.0,50.0,56.857142857142854,11.393398255547911,51.57142857142857,11.810779207762454
08/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,1,0,0,0,1749,1247.62,1.0,0.0,5.0,1.285714286,0.755928946,1.142857143,1.406421693,0,1,55.0,61.0,58.0,58.857142857142854,9.154754164341172,51.92857142857143,11.835177589349348
09/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,21,0,0,0,1749,1247.62,1.0,1.0,0.0,1.428571429,0.534522484,0.857142857,0.864437822,1,1,40.0,70.0,31.0,55.857142857142854,11.480832888319656,50.642857142857146,12.099632180405624
10/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,108,0,0,0,1749,1247.62,21.0,2.0,0.0,4.285714286,7.387247699,2.357142857,5.429366628,1,1,127.0,60.0,33.0,64.0,29.405214956987894,57.5,22.68428802226183
11/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,38,0,0,0,1749,1247.62,108.0,2.0,2.0,19.42857143,39.73603378,10.07142857,28.69592382,1,1,321.0,60.0,47.0,101.28571428571429,101.23358185522278,78.07142857142857,73.1683667311899
12/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,27,0,0,0,1749,1247.62,38.0,1.0,0.0,24.57142857,39.43288451,12.64285714,29.51820076,1,1,228.0,65.0,54.0,125.28571428571429,109.3994428470186,91.0,82.63450573738277
13/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,7,0,0,0,1749,1247.62,27.0,2.0,0.0,28.28571429,38.04258266,14.57142857,29.51066114,1,1,242.0,41.0,51.0,150.57142857142858,113.52071344451802,104.42857142857143,91.0103242543346
14/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,11,0,0,0,1749,1247.62,7.0,1.0,0.0,29.0,37.50999867,15.07142857,29.30335839,1,1,89.0,55.0,41.0,157.42857142857142,107.06517819044797,107.14285714285714,89.85360498984076
15/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,14,0,0,0,1749,1247.62,11.0,1.0,0.0,30.42857143,36.44108095,15.85714286,29.01420645,1,1,91.0,40.0,61.0,162.57142857142858,102.07326966915666,110.71428571428571,87.9968780665005
16/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,14.0,21.0,1.0,32.28571429,34.99387702,16.85714286,28.66479251,0,0,107.0,127.0,70.0,172.14285714285714,91.22943342918182,114.0,86.84911761652641
17/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,0,0,0,0,1749,1247.62,0.0,108.0,2.0,29.28571429,36.9671669,16.78571429,28.70855828,0,0,70.0,321.0,60.0,164.0,98.20726381824647,114.0,86.84911761652641
18/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,1749,1247.62,0.0,38.0,2.0,13.85714286,14.11179851,16.64285714,28.79264634,0,0,72.0,228.0,60.0,128.42857142857142,73.96588660289541,114.85714285714286,86.33285954584525
19/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,1749,1247.62,0.0,27.0,1.0,8.428571429,9.980934206,16.5,28.87572843,0,0,94.0,242.0,65.0,109.28571428571429,59.90468619875603,117.28571428571429,85.1409948907635
20/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,0,0,0,0,1749,1247.62,0.0,7.0,2.0,4.571428571,6.051367417,16.42857143,28.91822498,0,0,73.0,89.0,41.0,85.14285714285714,13.873578863299715,117.85714285714286,84.78920209088417
21/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,1749,1247.62,0.0,11.0,1.0,3.571428571,6.160550377,16.28571429,28.99981053,0,0,81.0,91.0,55.0,84.0,13.832329280831177,120.71428571428571,82.64700522419115
22/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,1749,1247.62,0.0,14.0,1.0,2.0,5.291502622,16.21428571,29.04155795,0,0,61.0,107.0,40.0,79.71428571428571,15.80837632094987,121.14285714285714,82.2948331333114
23/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,0.0,0.0,21.0,0.0,0.0,16.14285714,29.08305651,0,0,37.0,70.0,127.0,69.71428571428571,17.698533703053005,120.92857142857143,82.52595329369406
24/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,0,0,0,0,1749,1247.62,0.0,0.0,108.0,0.0,0.0,14.64285714,29.35356653,0,0,59.0,72.0,321.0,68.14285714285714,18.151479016217895,116.07142857142857,84.12670323864002
25/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,1749,1247.62,0.0,0.0,38.0,0.0,0.0,6.928571429,11.9837344,0,0,63.0,94.0,228.0,66.85714285714286,18.151479016217895,97.64285714285714,60.809421262545506
26/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,1749,1247.62,0.0,0.0,27.0,0.0,0.0,4.214285714,8.068729491,0,0,36.0,73.0,242.0,58.57142857142857,16.89040302318815,83.92857142857143,49.80340471171753
27/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,0,0,0,0,1749,1247.62,0.0,0.0,7.0,0.0,0.0,2.285714286,4.746311465,0,0,88.0,81.0,89.0,60.714285714285715,19.73756389657643,72.92857142857143,20.719609016634607
28/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,1749,1247.62,0.0,0.0,11.0,0.0,0.0,1.785714286,4.577177018,0,0,64.0,61.0,91.0,58.285714285714285,17.773709852047517,71.14285714285714,20.301031208583385
29/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,1749,1247.62,0.0,0.0,14.0,0.0,0.0,1.0,3.741657387,0,0,51.0,37.0,107.0,56.857142857142854,17.920459177790796,68.28571428571429,20.105217736194472
30/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,1749,1247.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55.0,59.0,70.0,59.42857142857143,15.757084574429472,64.57142857142857,16.96019904506903
31/10/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,1,0,0,0,1749,1247.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,43.0,63.0,72.0,57.142857142857146,16.945290116810224,62.642857142857146,17.809276506089137
01/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,1,0,0,0,1749,1247.62,1.0,0.0,0.0,0.142857143,0.377964473,0.071428571,0.267261242,0,1,72.0,36.0,94.0,58.42857142857143,17.78442336106862,62.642857142857146,17.809276506089137
02/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,1749,1247.62,1.0,0.0,0.0,0.285714286,0.487950036,0.142857143,0.36313652,0,1,66.0,88.0,73.0,62.714285714285715,14.851647335276889,60.642857142857146,15.430275648653058
03/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Monday,1,0,0,0,1749,1247.62,0.0,0.0,0.0,0.285714286,0.487950036,0.142857143,0.36313652,0,1,68.0,64.0,81.0,59.857142857142854,10.447145885018836,60.285714285714285,15.178063986346725
04/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,1749,1247.62,1.0,0.0,0.0,0.428571429,0.534522484,0.214285714,0.425815314,0,1,47.0,51.0,61.0,57.42857142857143,11.267314717908167,57.857142857142854,14.303615158183465
05/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,1749,1247.62,0.0,0.0,0.0,0.428571429,0.534522484,0.214285714,0.425815314,0,1,55.0,55.0,37.0,58.0,10.984838035523131,57.42857142857143,14.292086490913267
06/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Thursday,10,0,0,0,1749,1247.62,0.0,0.0,0.0,0.428571429,0.534522484,0.214285714,0.425815314,1,1,59.0,43.0,59.0,58.57142857142857,10.906529280774427,59.0,13.026600005078716
07/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Friday,52,0,0,0,1749,1247.62,10.0,1.0,0.0,1.857142857,3.625307869,0.928571429,2.644712743,1,1,106.0,72.0,63.0,67.57142857142857,18.94603866121858,62.357142857142854,18.096353831035433
08/11/2025,IC-1001018,Health & Beauty,Maybelline New York,Saturday,28,0,0,0,1749,1247.62,52.0,1.0,0.0,9.142857143,19.2390971,4.642857143,13.8819592,1,1,277.0,66.0,36.0,96.85714285714286,81.64032616999312,77.64285714285714,60.16465502507034
