date,sku,product_name,category,brand,day_of_week,net_qty,revenue,order_count,coupon_orders,is_promo_order_present,is_ramadan,is_eid_fitr,is_eid_adha,price,special_price,cost,is_in_stock,current_stock_qty,is_active,visibility,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,is_on_sale,avg_discount_pct
05/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,8,1705,10,0,1,0,0,0,155,,95,1,862,1,4,24,23,15,19.42857143,4.825527358,17.78571429,5.337509812,0,
06/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,20,3720,18,0,1,0,0,0,155,,95,1,862,1,4,8,21,20,17.28571429,6.129553701,17.28571429,5.915150969,0,
07/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,25,4805,20,0,1,0,0,0,155,,95,1,862,1,4,20,11,14,17.14285714,6.039552175,17.28571429,5.915150969,0,
08/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,12,2170,13,1,1,0,0,0,155,,95,1,862,1,4,25,23,27,19.14285714,5.984105932,18.07142857,6.170204905,0,
09/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,18,2790,16,0,1,0,0,0,155,,95,1,862,1,4,12,15,11,17.57142857,6.241184259,17,5.791240069,0,
10/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,17,4030,23,2,1,0,0,0,155,,95,1,862,1,4,18,19,11,18,6.137317547,17.5,5.529640411,0,
11/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,18,5425,18,3,1,0,0,0,155,,95,1,862,1,4,17,24,15,17.71428571,6.129553701,17.92857143,5.210408012,0,
12/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,22,5270,31,3,1,0,0,0,155,,95,1,862,1,4,18,8,23,16.85714286,5.4902511,18.14285714,5.14194131,0,
13/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,19,5425,22,10,1,0,0,0,155,,95,1,862,1,4,22,20,21,18.85714286,4.099941928,18.07142857,5.075799076,0,
14/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,19,4805,22,1,1,0,0,0,155,,95,1,862,1,4,19,25,11,18.71428571,4.070801957,17.92857143,5.014813222,0,
15/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,9,3565,20,0,1,0,0,0,155,,95,1,862,1,4,19,12,23,17.85714286,3.023715784,18.5,4.603510366,0,
16/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,28,6355,27,3,1,0,0,0,155,,95,1,862,1,4,9,18,15,17.42857143,4.035556255,17.5,5.049752469,0,
17/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,39,6355,19,0,1,0,0,0,155,,95,1,862,1,4,28,17,19,18.85714286,5.69878851,18.42857143,5.707138387,0,
18/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,12,3255,17,4,1,0,0,0,155,,95,1,862,1,4,39,18,24,22,9.38083152,19.85714286,7.931021303,0,
19/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,11,2015,8,0,1,0,0,0,155,,95,1,862,1,4,12,22,8,21.14285714,10.05698052,19,8.095582841,0,
20/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,27,4960,17,2,1,0,0,0,155,,95,1,862,1,4,11,19,20,19.57142857,10.73711853,19.21428571,7.816930063,0,
21/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,11,2480,11,0,0,0,0,0,155,,95,1,862,1,4,27,19,25,20.71428571,11.08624201,19.71428571,8.090151386,0,
22/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,14,2945,16,1,1,0,0,0,155,,95,1,862,1,4,11,9,12,19.57142857,11.6884151,18.71428571,8.250208123,0,
23/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,19,4030,18,0,1,0,0,0,155,,95,1,862,1,4,14,28,18,20.28571429,11.07119815,18.85714286,8.141603914,0,
24/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,14,3565,19,1,1,0,0,0,155,,95,1,862,1,4,19,39,17,19,10.53565375,18.92857143,8.137891295,0,
25/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,17,6200,30,4,1,0,0,0,155,,95,1,862,1,4,14,12,18,15.42857143,5.798193479,18.71428571,8.231539453,0,
26/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,12,3255,18,3,1,0,0,0,155,,95,1,862,1,4,17,11,22,16.14285714,5.610364558,18.64285714,8.24254575,0,
27/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,22,5115,24,1,1,0,0,0,155,,95,1,862,1,4,12,27,19,16.28571429,5.468524655,17.92857143,8.361673422,0,
28/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,15,4805,25,3,1,0,0,0,155,,95,1,862,1,4,22,11,19,15.57142857,3.95209408,18.14285714,8.429409532,0,
29/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,13,3410,19,4,1,0,0,0,155,,95,1,862,1,4,15,14,9,16.14285714,3.436498772,17.85714286,8.465833076,0,
30/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,24,5890,30,3,1,0,0,0,155,,95,1,862,1,4,13,19,28,16,3.559026084,18.14285714,8.207474481,0,
31/12/2025,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,24,4960,24,3,1,0,0,0,155,,95,1,862,1,4,24,14,39,16.71428571,4.608480795,17.85714286,7.901870692,0,
01/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,14,4030,18,1,1,0,0,0,155,,95,1,862,1,4,24,17,12,18.14285714,5.145501965,16.78571429,5.451585111,0,
02/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,9,2635,10,0,0,0,0,0,155,,95,1,862,1,4,14,12,11,17.71428571,5.3763149,16.92857143,5.341625879,0,
03/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,22,4960,23,0,1,0,0,0,155,,95,1,862,1,4,9,22,27,17.28571429,5.992058236,16.78571429,5.535599077,0,
04/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,10,2480,13,1,1,0,0,0,155,,95,1,862,1,4,22,15,11,17.28571429,5.992058236,16.42857143,4.956957592,0,
05/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,19,3720,16,0,0,0,0,0,155,,95,1,862,1,4,10,13,14,16.57142857,6.579187966,16.35714286,5.047575852,0,
06/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,13,3100,16,3,1,0,0,0,155,,95,1,862,1,4,19,24,19,17.42857143,6.425396041,16.71428571,5.044853759,0,
07/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,9,1705,9,1,1,0,0,0,155,,95,1,862,1,4,13,24,14,15.85714286,5.871642911,16.28571429,5.090391725,0,
08/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,19,3565,17,1,0,0,0,0,155,,95,1,862,1,4,9,14,17,13.71428571,5.089672082,15.92857143,5.427342255,0,
09/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,12,2325,12,0,1,0,0,0,155,,95,1,862,1,4,19,9,12,14.42857143,5.472876844,16.07142857,5.483742205,0,
10/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,20,3410,14,1,1,0,0,0,155,,95,1,862,1,4,12,22,22,14.85714286,5.080307452,16.07142857,5.483742205,0,
11/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,16,3565,16,4,1,0,0,0,155,,95,1,862,1,4,20,10,15,14.57142857,4.649628761,15.92857143,5.341625879,0,
12/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,7,2170,13,0,1,0,0,0,155,,95,1,862,1,4,16,19,13,15.42857143,4.197504928,16,5.334935657,0,
13/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,5,1705,10,0,1,0,0,0,155,,95,1,862,1,4,7,13,24,13.71428571,4.889249626,15.57142857,5.813965755,0,
14/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,9,2790,15,0,0,0,0,0,155,,95,1,862,1,4,5,9,24,12.57142857,5.912053869,14.21428571,5.911898972,0,
15/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,10,2325,13,1,1,0,0,0,155,,95,1,862,1,4,9,19,14,12.57142857,5.912053869,13.14285714,5.332875438,0,
16/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,16,3410,16,0,0,0,0,0,155,,95,1,862,1,4,10,12,9,11.28571429,5.219012861,12.85714286,5.390263913,0,
17/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,24,4185,19,0,0,0,0,0,155,,95,1,862,1,4,16,20,22,11.85714286,5.520524475,13.35714286,5.329268139,0,
18/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,17,3100,13,2,1,0,0,0,155,,95,1,862,1,4,24,16,10,12.42857143,6.60447179,13.5,5.5987636,0,
19/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,15,3100,17,1,1,0,0,0,155,,95,1,862,1,4,17,7,19,12.57142857,6.704653679,14,5.574667979,0,
20/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,26,4805,17,1,1,0,0,0,155,,95,1,862,1,4,15,5,13,13.71428571,6.264031868,13.71428571,5.398412465,0,
21/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,9,2015,11,1,1,0,0,0,155,,95,1,862,1,4,26,9,9,16.71428571,6.421689438,14.64285714,6.307591798,0,
22/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,7,2480,12,0,0,0,0,0,155,,95,1,862,1,4,9,10,19,16.71428571,6.421689438,14.64285714,6.307591798,0,
23/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,9,1705,10,0,0,0,0,0,155,,95,1,862,1,4,7,16,12,16.28571429,7.016986193,13.78571429,6.482859903,0,
24/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,17,3255,16,1,1,0,0,0,155,,95,1,862,1,4,9,24,20,15.28571429,7.543524502,13.57142857,6.595036429,0,
25/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,14,2325,10,0,0,0,0,0,155,,95,1,862,1,4,17,17,16,14.28571429,6.600865744,13.35714286,6.416410965,0,
26/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,19,3410,13,2,1,0,0,0,155,,95,1,862,1,4,14,15,7,13.85714286,6.49175301,13.21428571,6.375175068,0,
27/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,22,4185,17,0,0,0,0,0,155,,95,1,862,1,4,19,26,5,14.42857143,6.778818551,14.07142857,6.281404616,0,
28/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,16,3565,18,2,1,0,0,0,155,,95,1,862,1,4,22,9,9,13.85714286,5.72795983,15.28571429,6.031055163,0,
29/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,14,3255,16,0,0,0,0,0,155,,95,1,862,1,4,16,7,10,14.85714286,5.336308694,15.78571429,5.753641943,0,
30/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,18,4185,20,0,0,0,0,0,155,,95,1,862,1,4,14,9,16,15.85714286,4.140393356,16.07142857,5.53956796,0,
31/01/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,23,4340,24,0,0,0,0,0,155,,95,1,862,1,4,18,17,24,17.14285714,2.853569194,16.21428571,5.5633218,0,
01/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,23,3875,17,0,0,0,0,0,155,,95,1,862,1,4,23,14,17,18,3.605551275,16.14285714,5.461151511,0,
02/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,21,5425,18,1,1,0,0,0,155,,95,1,862,1,4,23,19,15,19.28571429,3.545621042,16.57142857,5.7607997,0,
03/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,26,5115,26,0,0,0,0,0,155,,95,1,862,1,4,21,22,26,19.57142857,3.598941643,17,5.857276868,0,
04/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,18,4030,19,3,1,0,0,0,155,,95,1,862,1,4,26,16,9,20.14285714,4.298393941,17,5.857276868,0,
05/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,22,4495,23,0,0,0,0,0,155,,95,1,862,1,4,18,14,7,20.42857143,4.035556255,17.64285714,5.386695046,0,
06/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,23,4030,16,2,1,0,0,0,155,,95,1,862,1,4,22,18,9,21.57142857,2.878491669,18.71428571,4.530725386,0,
07/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,17,4185,24,0,0,0,0,0,155,,95,1,862,1,4,23,23,17,22.28571429,2.429971585,19.71428571,3.688413698,0,
08/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,21,5270,19,0,0,0,0,0,155,,95,1,862,1,4,17,23,14,21.42857143,3.10145895,19.71428571,3.688413698,0,
09/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,14,2635,15,0,0,0,0,0,155,,95,1,862,1,4,21,21,19,21.14285714,3.023715784,20.21428571,3.309161442,0,
10/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,18,6355,26,4,1,0,0,0,155,,95,1,862,1,4,14,26,22,20.14285714,4.059087395,19.85714286,3.697340892,0,
11/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,12,3875,19,1,1,0,0,0,155,,95,1,862,1,4,18,18,16,19,3.16227766,19.57142857,3.673486831,0,
12/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,15,3565,21,1,1,0,0,0,155,,95,1,862,1,4,12,22,14,18.14285714,4.140393356,19.28571429,4.103067735,0,
13/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,19,4340,19,1,1,0,0,0,155,,95,1,862,1,4,15,23,18,17.14285714,3.891382421,19.35714286,4.011658833,0,
14/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,22,4960,21,0,0,0,0,0,155,,95,1,862,1,4,19,17,23,16.57142857,3.10145895,19.42857143,3.994501716,0,
15/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,8,4185,18,0,0,0,0,0,155,,95,1,862,1,4,22,21,23,17.28571429,3.728908943,19.35714286,3.934211735,0,
16/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,13,3255,16,2,1,0,0,0,155,,95,1,862,1,4,8,14,21,15.42857143,4.685336802,18.28571429,4.810702354,0,
17/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,28,6045,25,0,0,0,0,0,155,,95,1,862,1,4,13,18,26,15.28571429,4.750939757,17.71428571,4.9369653,0,
18/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,13,2790,12,0,0,0,0,0,155,,95,1,862,1,4,28,12,18,16.71428571,6.7753053,17.85714286,5.216204675,0,
19/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,15,3875,15,0,0,1,0,0,155,,95,1,862,1,4,13,15,22,16.85714286,6.669047194,17.5,5.374440937,0,
20/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,13,2945,15,0,0,1,0,0,155,,95,1,862,1,4,15,19,23,16.85714286,6.669047194,17,5.247710123,0,
21/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,28,7285,28,0,0,1,0,0,155,,95,1,862,1,4,13,22,17,16,6.733003292,16.28571429,5.044853759,0,
22/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,20,3565,19,0,0,1,0,0,155,,95,1,862,1,4,28,8,21,16.85714286,7.90418816,17.07142857,5.941565265,0,
23/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,19,4495,20,0,0,1,0,0,155,,95,1,862,1,4,20,13,14,18.57142857,6.900655593,17,5.896543968,0,
24/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,27,5270,19,1,1,1,0,0,155,,95,1,862,1,4,19,28,18,19.42857143,6.451282634,17.35714286,5.852115237,0,
25/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,15,5425,18,0,0,1,0,0,155,,95,1,862,1,4,27,13,12,19.28571429,6.237368187,18,6.397114734,0,
26/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,23,4495,17,1,1,1,0,0,155,,95,1,862,1,4,15,15,15,19.57142857,5.940177968,18.21428571,6.228699968,0,
27/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,20,4650,19,1,1,1,0,0,155,,95,1,862,1,4,23,13,19,20.71428571,5.677860093,18.78571429,6.277904739,0,
28/02/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,22,4030,17,0,0,1,0,0,155,,95,1,862,1,4,20,28,22,21.71428571,4.608480795,18.85714286,6.286213766,0,
01/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,21,4805,22,1,1,1,0,0,155,,95,1,862,1,4,22,20,8,20.85714286,3.716116765,18.85714286,6.286213766,0,
02/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,21,5115,22,1,1,1,0,0,155,,95,1,862,1,4,21,19,13,21,3.696845502,19.78571429,5.465677119,0,
03/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,28,6355,26,0,0,1,0,0,155,,95,1,862,1,4,21,27,28,21.28571429,3.59231985,20.35714286,5.108170572,0,
04/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,23,4030,18,1,1,1,0,0,155,,95,1,862,1,4,28,15,13,21.42857143,3.866830867,20.35714286,5.108170572,0,
05/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,17,4030,24,0,0,1,0,0,155,,95,1,862,1,4,23,23,15,22.57142857,2.6367368,21.07142857,4.681621772,0,
06/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,32,9765,31,0,0,1,0,0,155,,95,1,862,1,4,17,20,13,21.71428571,3.352326839,21.21428571,4.509452831,0,
07/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,25,6510,33,1,1,1,0,0,155,,95,1,862,1,4,32,22,28,23.42857143,4.995235826,22.57142857,4.702115493,0,
08/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,23,5115,23,3,1,1,0,0,155,,95,1,862,1,4,25,21,20,23.85714286,4.980915961,22.35714286,4.499694739,0,
09/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,27,8370,40,0,0,1,0,0,155,,95,1,862,1,4,23,21,19,24.14285714,4.84522347,22.57142857,4.449966045,0,
10/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,32,7285,30,0,0,1,0,0,155,,95,1,862,1,4,27,28,27,25,4.725815626,23.14285714,4.469678062,0,
11/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,23,4960,23,1,1,1,1,0,155,,95,1,862,1,4,32,23,15,25.57142857,5.349677338,23.5,4.973004045,0,
12/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,31,5425,24,1,1,1,1,0,155,,95,1,862,1,4,23,17,23,25.57142857,5.349677338,24.07142857,4.340582834,0,
13/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,18,4185,25,0,0,1,1,0,155,,95,1,862,1,4,31,32,20,27.57142857,4.076646614,24.64285714,4.70036239,0,
14/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,24,6045,28,0,0,1,1,0,155,,95,1,862,1,4,18,25,22,25.57142857,4.894116974,24.5,4.879312688,0,
15/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,29,7130,46,2,1,1,1,0,155,,95,1,862,1,4,24,23,21,25.42857143,4.928053803,24.64285714,4.82951093,0,
16/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,18,4960,26,1,1,1,1,0,155,,95,1,862,1,4,29,27,21,26.28571429,4.956957592,25.21428571,4.838603922,0,
17/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,21,3875,20,1,1,1,1,0,155,,95,1,862,1,4,18,32,28,25,5.830951895,25,5.099019514,0,
18/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,11,2325,14,0,0,1,1,0,155,,95,1,862,1,4,21,23,23,23.42857143,5.061526214,24.5,5.12535177,0,
19/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,3,1395,7,0,0,1,1,0,155,,95,1,862,1,4,11,31,17,21.71428571,6.9213266,23.64285714,6.270899124,0,
20/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,2,930,6,0,0,0,1,0,155,,95,1,862,1,4,3,18,32,17.71428571,8.557925872,22.64285714,8.223859686,0,
21/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,8,1395,7,1,1,0,1,0,155,,95,1,862,1,4,2,24,25,15.42857143,10.4060422,20.5,9.419701122,0,
22/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,9,3410,13,0,0,0,0,0,155,,95,1,862,1,4,8,29,23,13.14285714,9.957050625,19.28571429,9.879493692,0,
23/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Monday,19,6510,20,0,0,0,0,0,155,,95,1,862,1,4,9,18,27,10.28571429,7.111359123,18.28571429,10.17862445,0,
24/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Tuesday,18,6355,23,1,1,0,0,0,155,,95,1,862,1,4,19,21,32,10.42857143,7.299706452,17.71428571,9.871704486,0,
25/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Wednesday,14,2790,14,0,0,0,0,0,155,,95,1,862,1,4,18,11,23,10,6.633249581,16.71428571,8.982278034,0,
26/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Thursday,14,3255,15,0,0,0,0,0,155,,95,1,862,1,4,14,3,31,10.42857143,6.803360514,16.07142857,8.818374922,0,
27/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Friday,19,3565,17,0,0,0,0,0,155,,95,1,862,1,4,14,2,18,12,6.027713773,14.85714286,7.704715268,0,
28/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Saturday,15,3255,12,0,0,0,0,0,155,,95,1,862,1,4,19,8,24,14.42857143,4.577377082,14.92857143,7.740644832,0,
29/03/2026,IC-1044359,"Tinkle Women Eyebrow Razor, 3 Pi",Health & Beauty,Tinkle,Sunday,20,3410,17,0,0,0,0,0,155,,95,1,862,1,4,15,9,29,15.42857143,3.598941643,14.28571429,7.289914756,0,
