date,sku,product_name,category,brand,day_of_week,net_qty,revenue,order_count,coupon_orders,is_promo_order_present,is_ramadan,is_eid_fitr,is_eid_adha,price,special_price,cost,is_in_stock,current_stock_qty,is_active,visibility,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,is_on_sale,avg_discount_pct
24/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,,,,,,,,0,
25/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,,,,,,,0,
26/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,,,,,,,0,
27/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,,,,,,,0,
28/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,,,,,,,0,
29/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,1,2974,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,,,,,,,1,0.1498
30/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,2,2974,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,,,,,,,1,0.1498
31/07/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,1,1487,1,0,1,0,0,0,1749,,1247.62,1,45,1,4,2,0,,0.428571429,0.786795792,,,1,0.1498
01/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,,0.571428571,0.786795792,,,0,
02/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,46,111194,21,3,1,0,0,0,1749,,1247.62,1,45,1,4,0,0,,0.571428571,0.786795792,,,1,0.4002
03/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,37,44758,18,2,1,0,0,0,1749,,1247.62,1,45,1,4,46,0,,7.142857143,17.15059349,,,1,0.4002
04/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,37,0,,12.42857143,20.04043532,,,0,
05/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,3,4547,3,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,1,,12.42857143,20.04043532,,,1,0.4002
06/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,3,2,,12.71428571,19.8638221,,,0,
07/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,1,0,12.42857143,20.05706146,6.428571429,14.99083969,0,
08/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,0,12.28571429,20.15534905,6.428571429,14.99083969,0,
09/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,46,0,12.28571429,20.15534905,6.428571429,14.99083969,0,
10/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,37,0,5.714285714,13.84093308,6.428571429,14.99083969,0,
11/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,0,0.428571429,1.133893419,6.428571429,14.99083969,0,
12/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,30,45107,8,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,3,1,0.571428571,1.133893419,6.5,14.96020362,1,0.4002
13/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,38,45107,28,2,1,0,0,0,1749,,1247.62,1,45,1,4,30,0,2,4.428571429,11.28209707,8.571428571,16.10405723,1,0.4002
14/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,88,122733,73,5,1,0,0,0,1749,,1247.62,1,45,1,4,38,0,1,9.857142857,16.65761659,11.14285714,17.76278366,1,0.4002
15/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,22,39862,35,2,1,0,0,0,1749,,1247.62,1,45,1,4,88,0,0,22.42857143,33.08502754,17.35714286,26.84028873,1,0.4002
16/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,22,34617,31,1,1,0,0,0,1749,,1247.62,1,45,1,4,22,0,46,25.57142857,31.61148074,18.92857143,26.38608108,1,0.4002
17/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,17,22029,21,0,0,0,0,0,1749,,1247.62,1,45,1,4,22,0,37,28.71428571,29.68003979,17.21428571,25.24702137,1,0.4002
18/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,2,2098,2,1,1,0,0,0,1749,,1247.62,1,45,1,4,17,1,0,31.14285714,27.55859558,15.78571429,24.5988698,1,0.4002
19/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,30,3,31.28571429,27.37830215,15.92857143,24.50577416,0,
20/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,1,1049,1,0,1,0,0,0,1749,,1247.62,1,45,1,4,0,38,0,27,29.84962311,15.71428571,24.64026902,1,0.4002
21/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,2,3147,3,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,88,0,21.71428571,30.8367437,15.78571429,24.59261481,1,0.4002
22/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,10,12588,12,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,22,0,9.428571429,10.35788175,15.92857143,24.4994954,1,0.4002
23/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,2,3847,3,1,0,0,0,0,1749,,1247.62,1,45,1,4,10,22,0,7.714285714,8.807464367,16.64285714,24.14254828,1,0.4002
24/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,1,1049,1,1,0,0,0,0,1749,,1247.62,1,45,1,4,2,17,0,4.857142857,6.283008075,16.78571429,24.04220191,1,0.4002
25/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,2,1,2.571428571,3.359421719,16.85714286,23.98992463,0,
26/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,1,1049,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,30,2.285714286,3.498298906,16.78571429,24.04220191,1,0.4002
27/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,1,38,2.428571429,3.408672413,14.71428571,24.06538712,0,
28/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,2,88,2.285714286,3.498298906,12,23.36993466,0,
29/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,1,3498,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,10,22,2,3.605551275,5.714285714,8.388898997,0,
30/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,2,22,0.714285714,0.755928946,4.214285714,7.0184216,0,
31/08/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,1,17,0.428571429,0.534522484,2.642857143,4.86126199,0,
01/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,1,5247,3,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,2,0.285714286,0.487950036,1.428571429,2.593313465,0,
02/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,1,3498,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,1,0,0.428571429,0.534522484,1.357142857,2.590133435,0,
03/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,1,0.428571429,0.534522484,1.428571429,2.563479778,0,
04/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,2,5247,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,2,0.571428571,0.534522484,1.428571429,2.563479778,0,
05/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,43,52450,33,1,1,0,0,0,1749,,1247.62,1,45,1,4,2,1,10,0.857142857,0.690065559,1.428571429,2.563479778,1,0.4002
06/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,21,30421,26,0,0,0,0,0,1749,,1247.62,1,45,1,4,43,0,2,6.857142857,15.95230988,3.785714286,11.30812214,1,0.4002
07/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,18,19582,15,1,1,0,0,0,1749,,1247.62,1,45,1,4,21,0,1,9.857142857,16.41572997,5.142857143,12.18357749,1,0.4002
08/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,1,2798,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,18,1,0,12.42857143,16.01933356,6.357142857,12.57963643,1,0.4002
09/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,2,2098,2,0,1,0,0,0,1749,,1247.62,1,45,1,4,1,1,1,12.42857143,16.01933356,6.428571429,12.54355051,1,0.4002
10/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,2,3498,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,1,0,12.57142857,15.90447676,6.5,12.51307009,0,
11/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,2,0,12.71428571,15.78727637,6.642857143,12.44438176,0,
12/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,2,3847,3,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,43,1,12.42857143,16.02973428,6.642857143,12.44438176,1,0.4002
13/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,0,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,21,0,6.571428571,8.904252596,6.714285714,12.41232992,0,
14/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,18,0,3.571428571,6.425396041,6.714285714,12.41232992,0,
15/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,1,1,1.142857143,0.899735411,6.785714286,12.3735361,0,
16/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,2,1,1.142857143,0.899735411,6.785714286,12.3735361,0,
17/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,2,1,0.857142857,0.899735411,6.714285714,12.41232992,0,
18/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,22,25527,7,0,1,0,0,0,1749,,1247.62,1,45,1,4,0,0,2,0.571428571,0.786795792,6.642857143,12.45056157,1,0.4002
19/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,22,47205,28,2,1,0,0,0,1749,,1247.62,1,45,1,4,22,2,43,3.714285714,8.097618698,8.071428571,13.0116178,1,0.4002
20/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,14,24127,18,0,1,0,0,0,1749,,1247.62,1,45,1,4,22,0,21,6.571428571,10.54920444,6.571428571,9.378488362,1,0.4002
21/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,47,64689,32,0,1,0,0,0,1749,,1247.62,1,45,1,4,14,1,18,8.571428571,10.42204623,6.071428571,8.713069632,1,0.4002
22/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,21,26227,8,0,1,0,0,0,1749,,1247.62,1,45,1,4,47,1,1,15.14285714,17.17001817,8.142857143,13.75531865,1,0.4002
23/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,21,0,2,18,16.05199884,9.571428571,13.99293385,0,
24/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,5,5245,3,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,2,18.14285714,15.8685073,9.5,14.03703892,1,0.4002
25/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,5,22,0,18.85714286,15.00476115,9.714285714,13.93627569,0,
26/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,22,2,15.71428571,16.46930767,9.714285714,13.93627569,0,
27/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,2,3498,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,14,0,12.57142857,17.15475777,9.571428571,14.03136205,0,
28/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,47,1,10.85714286,17.58245879,9.714285714,13.93627569,0,
29/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,21,1,4.142857143,7.646972635,9.642857143,13.98684625,0,
30/09/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,1,0,1.142857143,1.864454471,9.571428571,14.0368432,0,
01/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,5,0,1,1.914854216,9.571428571,14.0368432,0,
02/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,22,0.285714286,0.755928946,9.571428571,14.0368432,0,
03/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,2,8745,4,1,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,22,0.428571429,0.786795792,8.071428571,13.72512735,0,
04/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,2,6996,3,2,1,0,0,0,1749,,1247.62,1,45,1,4,2,2,14,0.714285714,0.951189731,6.642857143,13.19444605,0,
05/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,1,3498,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,0,47,0.714285714,0.951189731,5.785714286,13.06892128,0,
06/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,2,3498,1,1,1,0,0,0,1749,,1247.62,1,45,1,4,1,0,21,0.857142857,0.899735411,2.5,5.501747974,0,
07/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,2,0,1,1.142857143,0.899735411,1.142857143,1.406421693,0,
08/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,1,3498,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,5,1.285714286,0.755928946,1.142857143,1.406421693,0,
09/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,21,36717,17,0,1,0,0,0,1749,,1247.62,1,45,1,4,1,1,0,1.428571429,0.534522484,0.857142857,0.864437822,1,0.4002
10/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,108,151056,93,0,1,0,0,0,1749,,1247.62,1,45,1,4,21,2,0,4.285714286,7.387247699,2.357142857,5.429366628,1,0.4002
11/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,38,77626,54,3,1,0,0,0,1749,,1247.62,1,45,1,4,108,2,2,19.42857143,39.73603378,10.07142857,28.69592382,1,0.4002
12/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,27,38813,34,1,1,0,0,0,1749,,1247.62,1,45,1,4,38,1,0,24.57142857,39.43288451,12.64285714,29.51820076,1,0.4002
13/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,7,7343,4,0,1,0,0,0,1749,,1247.62,1,45,1,4,27,2,0,28.28571429,38.04258266,14.57142857,29.51066114,1,0.4002
14/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,11,11539,6,0,0,0,0,0,1749,,1247.62,1,45,1,4,7,1,0,29,37.50999867,15.07142857,29.30335839,1,0.4002
15/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,14,14686,6,0,0,0,0,0,1749,,1247.62,1,45,1,4,11,1,0,30.42857143,36.44108095,15.85714286,29.01420645,1,0.4002
16/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,14,21,1,32.28571429,34.99387702,16.85714286,28.66479251,0,
17/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,108,2,29.28571429,36.9671669,16.78571429,28.70855828,0,
18/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,38,2,13.85714286,14.11179851,16.64285714,28.79264634,0,
19/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,27,1,8.428571429,9.980934206,16.5,28.87572843,0,
20/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,7,2,4.571428571,6.051367417,16.42857143,28.91822498,0,
21/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,11,1,3.571428571,6.160550377,16.28571429,28.99981053,0,
22/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,14,1,2,5.291502622,16.21428571,29.04155795,0,
23/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,21,0,0,16.14285714,29.08305651,0,
24/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,108,0,0,14.64285714,29.35356653,0,
25/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,38,0,0,6.928571429,11.9837344,0,
26/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,27,0,0,4.214285714,8.068729491,0,
27/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,7,0,0,2.285714286,4.746311465,0,
28/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,11,0,0,1.785714286,4.577177018,0,
29/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,14,0,0,1,3.741657387,0,
30/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,0,0,0,0,0,0,
31/10/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,1,3498,2,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,0,0,0,0,0,0,
01/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,0,0.142857143,0.377964473,0.071428571,0.267261242,0,
02/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,0,0,0,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,0,0.285714286,0.487950036,0.142857143,0.36313652,0,
03/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,1,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,0,0.285714286,0.487950036,0.142857143,0.36313652,0,
04/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,0,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,1,0,0,0.428571429,0.534522484,0.214285714,0.425815314,0,
05/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,0,1749,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,0,0,0,0.428571429,0.534522484,0.214285714,0.425815314,0,
06/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,10,16435,10,4,1,0,0,0,1749,,1247.62,1,45,1,4,0,0,0,0.428571429,0.534522484,0.214285714,0.425815314,1,0.4002
07/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,52,79724,49,6,1,0,0,0,1749,,1247.62,1,45,1,4,10,1,0,1.857142857,3.625307869,0.928571429,2.644712743,1,0.4002
08/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,28,49303,40,1,1,0,0,0,1749,,1247.62,1,45,1,4,52,1,0,9.142857143,19.2390971,4.642857143,13.8819592,1,0.4002
09/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,30,52450,49,4,1,0,0,0,1749,,1247.62,1,45,1,4,28,0,0,13,20.02498439,6.642857143,15.12312108,1,0.4002
10/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,42,61891,41,3,0,0,0,0,1749,,1247.62,1,45,1,4,30,1,0,17.28571429,19.98928284,8.785714286,16.19676402,1,0.4002
11/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,53,92312,85,5,1,0,0,0,1749,,1247.62,1,45,1,4,42,0,0,23.14285714,20.42407543,11.78571429,18.20895203,1,0.4002
12/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,9,19414,14,0,0,0,0,0,1749,,1247.62,1,45,1,4,53,0,0,30.71428571,20.23787115,15.57142857,20.88324424,1,0.3143
13/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Thursday,9,18365,15,1,1,0,0,0,1749,,1247.62,1,45,1,4,9,10,0,32,18.13835715,16.21428571,20.50207709,1,0.3
14/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Friday,8,14426,13,0,0,0,0,0,1749,,1247.62,1,45,1,4,9,52,1,31.85714286,18.34328734,16.85714286,20.09154871,1,0.3655
15/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Saturday,8,10756,9,1,1,0,0,0,1749,,1247.62,1,45,1,4,8,28,1,25.57142857,17.82186992,17.35714286,19.75078243,1,0.3167
16/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Sunday,15,21949,15,0,1,0,0,0,1749,,1247.62,1,45,1,4,8,30,0,22.71428571,18.93598238,17.85714286,19.39015271,1,0.325
17/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Monday,9,13114,11,0,0,0,0,0,1749,,1247.62,1,45,1,4,15,42,1,20.57142857,18.82247896,18.92857143,18.73074102,1,0.3729
18/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Tuesday,3,3847,3,0,0,0,0,0,1749,,1247.62,1,45,1,4,9,53,0,15.85714286,16.55725995,19.5,18.25776968,1,0.4002
19/11/2025,IC-1001018,Maybelline New York Volum' Expre,Health & Beauty,Maybelline New York,Wednesday,1,1312,1,0,0,0,0,0,1749,,1247.62,1,45,1,4,3,9,0,8.714285714,3.498298906,19.71428571,18.02745159,1,0.2499
